summary_type,model_variant,attack_variant,threshold,config_label,mode,p_delete,p_add,max_additions,target_node,true_label,purified_pred,purified_is_correct,smoothed_pred,is_correct,reported_certified_radius,reported_asymmetric_total_radius,reported_asymmetric_delete_budget,reported_asymmetric_add_budget,reported_runner_up_asymmetric_total_radius,pA_lower,target_edge_retention,selection_status,had_correct_candidate
oracle-best-correct,clean-training,clean-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2475,3,0,0,0,0,0,0,0,0,0,0.9962067613450979,1.0,fallback-low-noise,0
oracle-best-correct,clean-training,clean-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2488,1,1,1,1,1,5,0,0,0,0,0.9962067613450979,0.0,best-correct-radius,1
oracle-best-correct,clean-training,clean-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2576,0,0,1,0,1,1,1,1,0,1,0.9962067613450979,0.5,best-correct-radius,1
oracle-best-correct,clean-training,clean-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2195,0,6,0,6,0,0,0,0,0,0,0.9687608914642453,0.4,fallback-low-noise,0
oracle-best-correct,clean-training,clean-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1873,3,0,0,0,0,0,0,0,0,0,0.9725476270238541,0.625,fallback-low-noise,0
oracle-best-correct,clean-training,clean-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2313,2,2,1,2,1,0,0,0,0,0,0.9859553296094573,0.2,best-correct-radius,1
oracle-best-correct,clean-training,clean-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1922,0,0,1,0,1,0,0,0,0,0,0.9913216511278451,0.3333333333333333,best-correct-radius,1
oracle-best-correct,clean-training,clean-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1866,3,3,1,3,1,0,0,0,0,0,0.9852366279448626,0.0,best-correct-radius,1
oracle-best-correct,clean-training,clean-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2654,2,2,1,2,1,0,0,0,0,0,0.9725476270238541,0.16666666666666666,best-correct-radius,1
oracle-best-correct,clean-training,clean-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2673,4,4,1,4,1,1,1,1,0,1,0.9790508190048475,0.16666666666666666,best-correct-radius,1
oracle-best-correct,clean-training,clean-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2149,3,0,0,0,0,0,0,0,0,0,0.9790508190048475,0.0,fallback-low-noise,0
oracle-best-correct,clean-training,clean-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2475,3,0,0,0,0,0,0,0,0,0,0.9962067613450979,1.0,fallback-low-noise,0
oracle-best-correct,clean-training,clean-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2488,1,1,1,1,1,5,0,0,0,0,0.9962067613450979,0.0,best-correct-radius,1
oracle-best-correct,clean-training,clean-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2576,0,0,1,0,1,1,1,1,0,1,0.9962067613450979,0.5,best-correct-radius,1
oracle-best-correct,clean-training,clean-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2195,0,6,0,6,0,0,0,0,0,0,0.9675132633018415,0.2,fallback-low-noise,0
oracle-best-correct,clean-training,clean-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1873,3,5,0,5,0,0,0,0,0,0,0.9757636551491594,0.25,fallback-low-noise,0
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2111,5,2,0,2,0,0,0,0,0,0,0.9838221358073134,0.0,fallback-low-noise,0
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2403,3,3,1,3,1,5,0,0,0,0,0.9962067613450979,0.4,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,1963,5,5,1,5,1,1,1,1,0,1,0.9939894201208139,0.3333333333333333,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2590,3,3,1,3,1,5,0,0,0,0,0.9962067613450979,0.5,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2051,0,0,1,0,1,1,1,1,0,1,0.993052004795509,0.5,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2149,3,0,0,3,1,5,0,0,0,0,0.9962067613450979,0.0,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2361,3,3,1,3,1,5,0,0,0,0,0.9962067613450979,0.0,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2158,6,6,1,6,1,0,0,0,0,0,0.9866828513167056,0.0,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1746,2,3,0,3,0,0,0,0,0,0,0.962582971905915,0.75,fallback-low-noise,0
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2290,4,0,0,0,0,0,0,0,0,0,0.9962067613450979,0.75,fallback-low-noise,0
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2679,4,4,1,4,1,1,1,1,0,1,0.9962067613450979,0.625,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2503,2,2,1,2,1,1,1,1,0,1,0.9962067613450979,0.6666666666666666,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2111,5,2,0,2,0,0,0,0,0,0,0.9845258210124248,0.0,fallback-low-noise,0
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2403,3,3,1,3,1,5,0,0,0,0,0.9962067613450979,0.4,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,1963,5,5,1,5,1,1,1,1,0,1,0.9939894201208139,0.3333333333333333,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2590,3,3,1,3,1,5,0,0,0,0,0.9962067613450979,0.5,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2051,0,0,1,0,1,1,1,1,0,1,0.9810668571443686,0.5,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2149,3,0,0,3,1,5,0,0,0,0,0.9962067613450979,0.0,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2361,3,3,1,3,1,5,0,0,0,0,0.9962067613450979,0.0,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2158,6,6,1,6,1,0,0,0,0,0,0.9852366279448626,0.0,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1746,2,3,0,3,0,0,0,0,0,0,0.9571310307493743,0.75,fallback-low-noise,0
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2290,4,0,0,0,0,0,0,0,0,0,0.9962067613450979,0.75,fallback-low-noise,0
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2679,4,4,1,4,1,1,1,1,0,1,0.9962067613450979,0.625,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2503,2,2,1,2,1,1,1,1,0,1,0.9962067613450979,0.6666666666666666,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2111,5,2,0,2,0,0,0,0,0,0,0.9852366279448626,0.0,fallback-low-noise,0
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2403,3,3,1,3,1,5,0,0,0,0,0.9962067613450979,0.4,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1963,5,5,1,5,1,1,1,1,0,1,0.9962067613450979,0.3333333333333333,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2590,3,5,0,3,1,5,0,0,0,0,0.9962067613450979,0.3333333333333333,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2051,0,0,1,0,1,0,0,0,0,0,0.9874203164791199,0.25,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2149,3,0,0,3,1,5,0,0,0,0,0.9962067613450979,0.0,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2361,3,3,1,3,1,5,0,0,0,0,0.9962067613450979,0.0,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2158,6,6,1,6,1,0,0,0,0,0,0.9866828513167056,0.0,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1746,2,2,1,2,1,1,1,1,0,1,0.9962067613450979,0.25,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2290,4,0,0,0,0,0,0,0,0,0,0.9859553296094573,0.125,fallback-low-noise,0
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2679,4,4,1,4,1,1,1,1,0,1,0.9962067613450979,0.625,best-correct-radius,1
oracle-best-correct,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2503,2,2,1,2,1,1,1,1,0,1,0.9962067613450979,0.5555555555555556,best-correct-radius,1
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2313,2,0,0,0,0,0,0,0,0,0,0.9962067613450979,0.8,fallback-low-noise,0
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,1922,0,0,1,0,1,1,1,1,0,1,0.9810668571443686,0.3333333333333333,best-correct-radius,1
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1866,3,3,1,3,1,0,0,0,0,0,0.9881691118432345,0.0,best-correct-radius,1
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2654,2,2,1,2,1,0,0,0,0,0,0.9719114931244642,0.3333333333333333,best-correct-radius,1
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2673,4,4,1,4,1,1,1,1,0,1,0.9950118925598964,0.5,best-correct-radius,1
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2149,3,0,0,0,0,0,0,0,0,0,0.9757636551491594,0.0,fallback-low-noise,0
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2475,3,0,0,0,0,0,0,0,0,0,0.9962067613450979,1.0,fallback-low-noise,0
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2488,1,1,1,1,1,5,0,0,0,0,0.9962067613450979,0.0,best-correct-radius,1
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2576,0,0,1,0,1,1,1,1,0,1,0.9962067613450979,0.5,best-correct-radius,1
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2195,0,6,0,6,0,0,0,0,0,0,0.9681362440136987,0.4,fallback-low-noise,0
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1873,3,0,0,0,0,0,0,0,0,0,0.9719114931244642,0.625,fallback-low-noise,0
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2313,2,0,0,0,0,0,0,0,0,0,0.9962067613450979,0.8,fallback-low-noise,0
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1922,0,0,1,0,1,0,0,0,0,0,0.993052004795509,0.3333333333333333,best-correct-radius,1
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1866,3,3,1,3,1,0,0,0,0,0,0.9913216511278451,0.0,best-correct-radius,1
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2654,2,2,1,2,1,0,0,0,0,0,0.9700154431996636,0.3333333333333333,best-correct-radius,1
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2673,4,4,1,4,1,1,1,1,0,1,0.9950118925598964,0.5,best-correct-radius,1
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2149,3,0,0,0,0,0,0,0,0,0,0.9712774757879833,0.0,fallback-low-noise,0
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2475,3,0,0,0,0,0,0,0,0,0,0.9962067613450979,1.0,fallback-low-noise,0
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2488,1,1,1,1,1,5,0,0,0,0,0.9962067613450979,0.0,best-correct-radius,1
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2576,0,0,1,0,1,1,1,1,0,1,0.9962067613450979,0.5,best-correct-radius,1
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2195,0,6,0,6,0,0,0,0,0,0,0.9738266325611364,0.4,fallback-low-noise,0
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1873,3,0,0,0,0,0,0,0,0,0,0.9731859726320082,0.625,fallback-low-noise,0
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2313,2,2,1,2,1,0,0,0,0,0,0.9817477300234251,0.2,best-correct-radius,1
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1922,0,0,1,0,1,0,0,0,0,0,0.989708182119733,0.3333333333333333,best-correct-radius,1
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1866,3,3,1,3,1,0,0,0,0,0,0.9889309833255824,0.0,best-correct-radius,1
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2654,2,2,1,2,1,0,0,0,0,0,0.966272068369276,0.16666666666666666,best-correct-radius,1
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2673,4,4,1,4,1,1,1,1,0,1,0.9810668571443686,0.16666666666666666,best-correct-radius,1
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2149,3,0,0,0,0,0,0,0,0,0,0.9777261241421157,0.0,fallback-low-noise,0
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2475,3,0,0,0,0,0,0,0,0,0,0.9962067613450979,1.0,fallback-low-noise,0
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2488,1,1,1,1,1,5,0,0,0,0,0.9962067613450979,0.0,best-correct-radius,1
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2576,0,0,1,0,1,1,1,1,0,1,0.9962067613450979,0.5,best-correct-radius,1
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2195,0,6,0,6,0,0,0,0,0,0,0.9675132633018415,0.2,fallback-low-noise,0
oracle-best-correct,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1873,3,5,0,5,0,0,0,0,0,0,0.9668918900238836,0.25,fallback-low-noise,0
